run,repetition,Module,dischargeTime:last
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[31].energyStorage,814.60894584421
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[32].energyStorage,816.86043694885
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[33].energyStorage,822.15706096042
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[34].energyStorage,824.71195764281
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[35].energyStorage,817.30531952918
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[36].energyStorage,815.5424820612
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[37].energyStorage,820.92423262204
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[38].energyStorage,816.08871781948
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[39].energyStorage,814.41487984707
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[40].energyStorage,815.17478471041
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[41].energyStorage,825.32665922237
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[42].energyStorage,813.48830876903
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[43].energyStorage,815.78571973842
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[44].energyStorage,810.50176457966
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[45].energyStorage,810.3140833059
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[46].energyStorage,815.99994745979
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[47].energyStorage,814.95992123138
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[48].energyStorage,813.05490731027
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[49].energyStorage,804.24408583134
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[50].energyStorage,811.15457359241
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[51].energyStorage,816.14509668598
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[52].energyStorage,816.91753442041
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[53].energyStorage,816.29665837448
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[54].energyStorage,815.65605287401
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[55].energyStorage,816.38491200973
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[56].energyStorage,810.77272026062
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[57].energyStorage,816.38344215716
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[58].energyStorage,825.35204825126
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[59].energyStorage,810.62589826269
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[60].energyStorage,822.71775685754
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[61].energyStorage,808.16623063333
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[62].energyStorage,805.72281358642
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[63].energyStorage,816.19086133872
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[64].energyStorage,804.52629392922
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[65].energyStorage,815.99592004016
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[66].energyStorage,806.37685654146
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[67].energyStorage,814.5065867328
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[68].energyStorage,814.10282976218
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[69].energyStorage,813.6093228867
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[70].energyStorage,807.45639496391
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[71].energyStorage,821.71259306253
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[72].energyStorage,823.78505704915
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[73].energyStorage,819.13907101654
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[74].energyStorage,817.51997141691
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[75].energyStorage,809.77336891664
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[76].energyStorage,812.78976478256
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[77].energyStorage,823.56518703672
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[78].energyStorage,809.0773961027
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[79].energyStorage,807.75374193732
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[80].energyStorage,805.08187213114
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[81].energyStorage,810.16416253336
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[82].energyStorage,826.43932547625
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[83].energyStorage,830.25148149913
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[84].energyStorage,814.42345858774
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[85].energyStorage,822.07806026982
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[86].energyStorage,813.3885969861
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[87].energyStorage,817.03183268794
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[88].energyStorage,810.25906615157
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[89].energyStorage,805.48493566826
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[90].energyStorage,805.09710450072
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[91].energyStorage,824.38749525309
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[92].energyStorage,806.80389946771
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[93].energyStorage,818.18750993689
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[94].energyStorage,811.93993438826
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[95].energyStorage,832.87626024495
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[96].energyStorage,833.46243534896
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[97].energyStorage,809.12807263333
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[98].energyStorage,824.15782888479
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[99].energyStorage,821.41865888973
,,,
,,,
,,,
,,,
,,,
,,,
,,49,804.24408583134
,,29,845.02680515603
,,,816.231798864034
