run,repetition,Module,idleTime:last,rxTime:sum,txTime:sum
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[0].wlan.mac,665.12885112557,564.185504022131,11.503199999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[1].wlan.mac,684.350626494,567.850014179801,9.7967999999995
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[2].wlan.mac,680.82789611062,567.69638107008,9.7943999999995
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[3].wlan.mac,642.09455502415,537.828595541145,25.250400000005
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[4].wlan.mac,666.11084139941,564.338357988591,11.519999999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[5].wlan.mac,649.15156819302,550.241277942479,18.720000000001
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[6].wlan.mac,661.79939060638,562.637217143821,12.407999999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[7].wlan.mac,647.04802845345,546.241751598448,21.177600000002
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[8].wlan.mac,681.77950300616,567.603682283441,9.9287999999995
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[9].wlan.mac,667.37450118813,565.038985714971,11.123999999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[10].wlan.mac,656.3470747915,558.805834960301,14.613599999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[11].wlan.mac,652.25282154241,554.821005088191,16.264799999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[12].wlan.mac,653.03876595979,556.102927851211,15.667199999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[13].wlan.mac,651.95823900242,553.66895806968,17.388
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[14].wlan.mac,652.50852193193,554.689293843371,16.730399999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[15].wlan.mac,651.03703036733,552.53179750887,17.8272
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[16].wlan.mac,657.95315013506,559.982979100341,13.996799999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[17].wlan.mac,647.10208753538,546.026274206618,21.364800000002
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[18].wlan.mac,656.18038195864,558.712158291661,14.596799999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[19].wlan.mac,643.15540853523,538.926714743766,24.880800000004
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[20].wlan.mac,660.61092868227,561.599022857431,13.161599999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[21].wlan.mac,659.16437614038,560.986608336721,13.355999999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[22].wlan.mac,655.7763346192,558.823711688101,14.243999999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[23].wlan.mac,645.87566628676,543.836051778537,22.351200000003
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[24].wlan.mac,667.4212855274,564.567683326401,11.560799999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[25].wlan.mac,648.75153966468,549.437121637019,19.161600000001
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[26].wlan.mac,676.84860604671,567.049374887691,10.065599999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[27].wlan.mac,647.96419878593,547.752028575568,20.364000000002
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[28].wlan.mac,661.00513915475,561.814696989451,13.010399999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[29].wlan.mac,681.83246171936,568.032691693041,9.5039999999995
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[30].wlan.mac,638.02344570807,530.322420570023,29.121600000007
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[31].wlan.mac,641.44527910167,536.792257926025,25.699200000005
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[32].wlan.mac,659.88924797403,561.465095449871,13.127999999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[33].wlan.mac,671.12256123223,565.682804851871,10.922399999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[34].wlan.mac,660.22493828436,561.458107582941,13.195199999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[35].wlan.mac,641.86908081953,537.099365906865,25.752000000005
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[36].wlan.mac,689.70897853052,568.377581300881,9.3959999999995
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[37].wlan.mac,717.52854206759,569.19640781461,8.8967999999996
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[38].wlan.mac,670.54633500673,565.423734364771,11.071199999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[39].wlan.mac,654.59483533911,557.637673089691,14.923199999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[40].wlan.mac,656.70103492572,559.683014198281,13.924799999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[41].wlan.mac,682.04115618911,567.68065343799,9.8783999999995
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[42].wlan.mac,644.12550435601,541.039758357086,23.700000000004
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[43].wlan.mac,656.66003410401,559.013266712891,14.479199999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[44].wlan.mac,653.26903799722,555.972675169781,15.909599999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[45].wlan.mac,665.64599282303,564.042611052171,11.798399999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[46].wlan.mac,638.85390342389,531.814300587203,28.324800000007
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[47].wlan.mac,642.10729804649,537.603840102605,25.504800000005
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[48].wlan.mac,653.69327789987,556.451678677931,15.614399999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.source[49].wlan.mac,653.3467480737,555.928654045101,15.899999999999
fiftyNodes-0-20210528-21:22:17-74629,0,TestNet.sink.wlan.mac,648.83854555088,520.656217728662,37.649215999958
,,,,,
,,,,,
,,,,,
,,Min,638.02344570807,520.656217728662,8.8967999999996
,,Max,717.52854206759,569.19640781461,37.649215999958
,,Media,659.072265832192,555.199427879336,16.394549333333
