run,repetition,Module,idleTime:last,rxTime:sum,txTime:sum
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.sink.wlan.mac,214.32567824596,570.736493447223,25.359487999977
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[0].wlan.mac,213.31846084273,600.19041914164,8.5007999999996
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[1].wlan.mac,210.38302511887,597.438849810521,10.010399999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[2].wlan.mac,209.26031426997,595.709225808461,11.011199999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[3].wlan.mac,216.98499035554,601.55641652346,7.7807999999997
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[4].wlan.mac,207.97077776994,591.732110300241,12.755999999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[5].wlan.mac,208.34160630186,593.273726584541,12.045599999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[6].wlan.mac,212.63266316446,599.7248628744,8.7263999999996
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[7].wlan.mac,208.58941252261,593.562451080011,12.131999999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[8].wlan.mac,206.55194217191,585.815149710721,15.753599999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[9].wlan.mac,210.58912854929,597.821260558091,9.7319999999995
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[10].wlan.mac,213.2838676166,600.24540666673,8.4719999999996
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[11].wlan.mac,210.35996497238,597.96548198443,9.6575999999995
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[12].wlan.mac,211.35394760886,598.66258291047,9.2663999999995
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[13].wlan.mac,208.16825968354,592.443479167311,12.715199999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[14].wlan.mac,214.28071687392,600.80313319409,8.4239999999996
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[15].wlan.mac,215.79414767288,601.18549833761,8.0111999999997
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[16].wlan.mac,209.63681524713,596.413344126981,10.564799999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[17].wlan.mac,207.1961038258,588.374387833801,14.635199999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[18].wlan.mac,207.25477689902,588.161664111201,14.671199999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[19].wlan.mac,212.78686366741,599.44339308271,8.9687999999996
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[20].wlan.mac,217.94394049064,601.45108694074,7.9247999999997
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[21].wlan.mac,209.97118385847,596.894246659091,10.288799999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[22].wlan.mac,206.21842394483,584.388096015571,16.247999999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[23].wlan.mac,209.39551364289,596.042101546391,10.735199999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[24].wlan.mac,211.32934983005,598.352418106751,9.5567999999995
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[25].wlan.mac,215.7681991278,601.26710277159,7.9367999999997
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[26].wlan.mac,207.01275527346,588.971777982591,14.827199999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[27].wlan.mac,206.61323171559,579.037219985971,15.782399999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[28].wlan.mac,209.90498107087,569.38801314427,10.396799999999
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[29].wlan.mac,235.22135572594,632.348868467641,7.2791999999998
oneHundredNodes-0-20210531-22:25:08-5364,0,TestNet.source[30].wlan.mac,208.53517286898,593.435388352961,11.918399999999
