run,repetition,Module,dischargeTime:last,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[0].energyStorage,651.65568647005,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[1].energyStorage,624.76228369511,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[2].energyStorage,629.65596951904,,media,630.532558781163,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[3].energyStorage,627.33688537822,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[4].energyStorage,628.66779210798,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[5].energyStorage,624.88376920157,,Minimo,623.77265981631,Source[121]
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[6].energyStorage,634.82799523631,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[7].energyStorage,627.78475116788,,Max,666.93887437572,Source[170]
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[8].energyStorage,630.97752984393,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[9].energyStorage,631.49895982229,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[10].energyStorage,626.8110634941,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[11].energyStorage,628.40694305742,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[12].energyStorage,631.29262739888,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[13].energyStorage,627.85810951099,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[14].energyStorage,629.02782655641,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[15].energyStorage,634.91554429517,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[16].energyStorage,630.88025651017,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[17].energyStorage,637.27888345313,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[18].energyStorage,626.74882115291,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[19].energyStorage,628.71276906933,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[20].energyStorage,626.64469806508,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[21].energyStorage,629.87914050584,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[22].energyStorage,649.74829497365,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[23].energyStorage,630.38072573592,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[24].energyStorage,626.15199891833,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[25].energyStorage,624.54497341238,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[26].energyStorage,629.22138401329,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[27].energyStorage,631.62113553439,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[28].energyStorage,633.98304436541,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[29].energyStorage,631.61844249765,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[30].energyStorage,635.58597350411,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[31].energyStorage,624.94107165146,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[32].energyStorage,630.29988445243,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[33].energyStorage,628.75068738876,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[34].energyStorage,632.07236798694,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[35].energyStorage,633.34975291622,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[36].energyStorage,627.62650617664,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[37].energyStorage,630.15381636576,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[38].energyStorage,627.30845327708,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[39].energyStorage,635.43880402505,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[40].energyStorage,631.6556830688,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[41].energyStorage,630.73121727642,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[42].energyStorage,625.83747037634,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[43].energyStorage,632.08047524095,,,,
twoHundredNodes-0-20210528-17:31:54-66318,0,TestNet.source[44].energyStorage,635.62120875798,,,,
