run,repetition,Module,dischargeTime:last
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[0].energyStorage,677.58234244326
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[1].energyStorage,680.27817735197
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[2].energyStorage,680.88974715073
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[3].energyStorage,683.08887839695
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[4].energyStorage,680.3691286112
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[5].energyStorage,678.27291491104
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[6].energyStorage,687.9312764205
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[7].energyStorage,687.34096517415
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[8].energyStorage,688.2836849873
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[9].energyStorage,690.16640728039
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[10].energyStorage,678.62057176171
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[11].energyStorage,685.58826556048
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[12].energyStorage,679.10467511255
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[13].energyStorage,678.39344185382
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[14].energyStorage,678.668799851
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[15].energyStorage,681.10431019206
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[16].energyStorage,692.30574593114
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[17].energyStorage,684.88223705047
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[18].energyStorage,677.4307704127
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[19].energyStorage,679.50155247825
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[20].energyStorage,678.74337732066
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[21].energyStorage,685.73829693117
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[22].energyStorage,678.06804877247
oneHundredFiftyNodes-0-20210601-01:03:35-6336,0,TestNet.source[23].energyStorage,688.8358345116
