run,repetition,Module,idleTime:last,rxTime:sum,txTime:sum
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[0].wlan.mac,4236.2976760491,446.332136800289,35.774400000011
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[1].wlan.mac,4271.9137099561,449.91995305549,34.35120000001
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[2].wlan.mac,4178.8144794987,434.619686958384,43.197600000016
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[3].wlan.mac,4493.7486305006,463.773224940295,26.028000000005
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[4].wlan.mac,4468.6371833126,463.154889035995,26.385600000005
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[5].wlan.mac,3741.3440538612,378.800608529595,74.215200000005
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[6].wlan.mac,4177.0621392542,435.100801237186,42.456000000015
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[7].wlan.mac,3793.7026221781,385.245193588189,71.781600000011
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[8].wlan.mac,4314.1145816366,453.786100783391,32.150400000009
tenNodes-0-20210528-17:16:00-65292,0,TestNet.source[9].wlan.mac,3607.8119387601,350.78530921863,89.44799999997
tenNodes-0-20210528-17:16:00-65292,0,TestNet.sink.wlan.mac,4154.2928736973,421.906356411263,51.760543999937
,,,,,
,,,,,
,,,4130.70362624587,425.765841868973,47.958958545454
,,,,,
,,,,,
,,,,,
,,,,350.78530921863,
,,,,463.773224940295,
